pokedex_number;name;german_name;generation;status;species;type_number;type_1;type_2;height_m;weight_kg;hp;attack;defense;sp_attack;sp_defense;speed;catch_rate;percentage_male;egg_cycles;against_normal;against_fire;against_water;against_electric;against_grass;against_ice;against_fight;against_poison;against_ground;against_flying;against_psychic;against_bug;against_rock;against_ghost;against_dragon;against_dark;against_steel;against_fairy
555;Darmanitan Zen Mode;Flampivian;5;Normal;Blazing;2;Fire;Psychic;1.3;92.9;105;30;105;140;105;55;60.0;50.0;20.0;1;0.5;2;1;0.5;0.5;0.5;1;2;1;0.5;1;2;2;1;2;0.5;0.5
555;Darmanitan Galarian Standard Mode;Flampivian;5;Normal;Zen Charm;1;Ice;;1.7;120.0;105;140;55;30;55;95;;;20.0;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
555;Darmanitan Galarian Zen Mode;Flampivian;5;Normal;Zen Charm;2;Ice;Fire;1.7;120.0;105;160;55;30;55;135;;;;1;1;2;1;0.5;0.25;2;1;2;1;1;0.5;4;1;1;1;1;0.5
556;Maractus;Maracamba;5;Normal;Cactus;1;Grass;;1.0;28.0;75;86;67;106;67;60;255;50.0;20;1;2;0;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
557;Dwebble;Lithomith;5;Normal;Rock Inn;2;Bug;Rock;0.3;14.5;50;65;85;35;35;55;190;50.0;20;0.5;1;2;1;1;1;1;0.5;1;1;1;1;2;1;1;1;2;1
558;Crustle;Castellith;5;Normal;Stone Home;2;Bug;Rock;1.4;200.0;70;105;125;65;75;45;75;50.0;20;0.5;1;2;1;1;1;1;0.5;1;1;1;1;2;1;1;1;2;1
559;Scraggy;Zurrokex;5;Normal;Shedding;2;Dark;Fighting;0.6;11.8;50;75;70;35;70;48;180;50.0;15;1;1;1;1;1;1;2;1;1;2;0;1;0.5;0.5;1;0.25;1;4
560;Scrafty;Irokex;5;Normal;Hoodlum;2;Dark;Fighting;1.1;30.0;65;90;115;45;115;58;90;50.0;15;1;1;1;1;1;1;2;1;1;2;0;1;0.5;0.5;1;0.25;1;4
561;Sigilyph;Symvolara;5;Normal;Avianoid;2;Psychic;Flying;1.4;14.0;72;58;80;103;80;97;45;50.0;20;1;1;1;2;0.5;2;0.25;1;0;1;0.5;1;2;2;1;2;1;1
562;Yamask;Makabaja;5;Normal;Spirit;1;Ghost;;0.5;1.5;38;30;85;55;65;30;190.0;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
562;Galarian Yamask;Makabaja;5;Normal;Spirit;2;Ground;Ghost;0.5;1.5;38;55;85;30;65;30;;;25;0;1;2;0;2;2;0;0.25;1;1;1;0.5;0.5;2;1;2;1;1
563;Cofagrigus;Echnatoll;5;Normal;Coffin;1;Ghost;;1.7;76.5;58;50;145;95;105;30;90;50.0;25;0;1;1;1;1;1;0;0.5;1;1;1;0.5;1;2;1;2;1;1
564;Tirtouga;Galapaflos;5;Normal;Prototurtle;2;Water;Rock;0.7;16.5;54;78;103;53;45;22;45;87.5;30;0.5;0.25;1;1.5;3;0.5;1.5;0.5;1.5;0.5;1;1;1;1;1;1;1;1
565;Carracosta;Karippas;5;Normal;Prototurtle;2;Water;Rock;1.2;81.0;74;108;133;83;65;32;45;87.5;30;0.5;0.25;1;1.5;3;0.5;1.5;0.5;1.5;0.5;1;1;1;1;1;1;1;1
566;Archen;Flapteryx;5;Normal;First Bird;2;Rock;Flying;0.5;9.5;55;112;45;74;45;70;45;87.5;30;0.5;0.5;2;2;1;2;1;0.5;0;0.5;1;0.5;2;1;1;1;2;1
567;Archeops;Aeropteryx;5;Normal;First Bird;2;Rock;Flying;1.4;32.0;75;140;65;112;65;110;45;87.5;30;0.5;0.5;2;2;1;2;1;0.5;0;0.5;1;0.5;2;1;1;1;2;1
568;Trubbish;UnratÃ¼tox;5;Normal;Trash Bag;1;Poison;;0.6;31.0;50;50;62;40;62;65;190;50.0;20;1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5
569;Garbodor;Deponitox;5;Normal;Trash Heap;1;Poison;;1.9;107.3;80;95;82;60;82;75;60;50.0;20;1;1;1;1;0.5;1;0.5;0.5;2;1;2;0.5;1;1;1;1;1;0.5
570;Zorua;Zorua;5;Normal;Tricky Fox;1;Dark;;0.7;12.5;40;65;40;80;40;65;75;87.5;25;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
571;Zoroark;Zoroark;5;Normal;Illusion Fox;1;Dark;;1.6;81.1;60;105;60;120;60;105;45;87.5;20;1;1;1;1;1;1;2;1;1;1;0;2;1;0.5;1;0.5;1;2
572;Minccino;Picochilla;5;Normal;Chinchilla;1;Normal;;0.4;5.8;55;50;40;40;40;75;255;25.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
573;Cinccino;Chillabell;5;Normal;Scarf;1;Normal;;0.5;7.5;75;95;60;65;60;115;60;25.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
574;Gothita;Mollimorba;5;Normal;Fixation;1;Psychic;;0.4;5.8;45;30;50;55;65;45;200;25.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
575;Gothorita;Hypnomorba;5;Normal;Manipulate;1;Psychic;;0.7;18.0;60;45;70;75;85;55;100;25.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
576;Gothitelle;Morbitesse;5;Normal;Astral Body;1;Psychic;;1.5;44.0;70;55;95;95;110;65;50;25.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
577;Solosis;Monozyto;5;Normal;Cell;1;Psychic;;0.3;1.0;45;30;40;105;50;20;200;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
578;Duosion;Mitodos;5;Normal;Mitosis;1;Psychic;;0.6;8.0;65;40;50;125;60;30;100;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
579;Reuniclus;Zytomega;5;Normal;Multiplying;1;Psychic;;1.0;20.1;110;65;75;125;85;30;50;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
580;Ducklett;Piccolente;5;Normal;Water Bird;2;Water;Flying;0.5;5.5;62;44;50;44;50;55;190;50.0;20;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
581;Swanna;Swaroness;5;Normal;White Bird;2;Water;Flying;1.3;24.2;75;87;63;87;63;98;45;50.0;20;1;0.5;0.5;4;1;1;0.5;1;0;1;1;0.5;2;1;1;1;0.5;1
582;Vanillite;Gelatini;5;Normal;Fresh Snow;1;Ice;;0.4;5.7;36;50;50;65;60;44;255;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
583;Vanillish;Gelatroppo;5;Normal;Icy Snow;1;Ice;;1.1;41.0;51;65;65;80;75;59;120;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
584;Vanilluxe;Gelatwino;5;Normal;Snowstorm;1;Ice;;1.3;57.5;71;95;85;110;95;79;45;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
585;Deerling;Sesokitz;5;Normal;Season;2;Normal;Grass;0.6;19.5;60;60;50;40;50;75;190;50.0;20;1;2;0.5;0.5;0.5;2;2;2;0.5;2;1;2;1;0;1;1;1;1
586;Sawsbuck;Kronjuwild;5;Normal;Season;2;Normal;Grass;1.9;92.5;80;100;70;60;70;95;75;50.0;20;1;2;0.5;0.5;0.5;2;2;2;0.5;2;1;2;1;0;1;1;1;1
587;Emolga;Emolga;5;Normal;Sky Squirrel;2;Electric;Flying;0.4;5.0;55;75;60;75;60;103;200;50.0;20;1;1;1;1;0.5;2;0.5;1;0;0.5;1;0.5;2;1;1;1;0.5;1
588;Karrablast;Laukaps;5;Normal;Clamping;1;Bug;;0.5;5.9;50;75;45;40;45;60;200;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
589;Escavalier;Cavalanzas;5;Normal;Cavalry;2;Bug;Steel;1.0;33.0;70;135;105;60;105;20;75;50.0;15;0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5
590;Foongus;Tarnpignon;5;Normal;Mushroom;2;Grass;Poison;0.2;1.0;69;55;45;55;55;15;190;50.0;20;1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5
591;Amoonguss;Hutsassa;5;Normal;Mushroom;2;Grass;Poison;0.6;10.5;114;85;70;85;80;30;75;50.0;20;1;2;0.5;0.5;0.25;2;0.5;1;1;2;2;1;1;1;1;1;1;0.5
592;Frillish;Quabbel;5;Normal;Floating;2;Water;Ghost;1.2;33.0;55;40;50;65;85;40;190;50.0;20;0;0.5;0;2;2;0.5;0;0.5;1;1;1;0.5;1;2;1;2;0.5;1
593;Jellicent;Apoquallyp;5;Normal;Floating;2;Water;Ghost;2.2;135.0;100;60;70;85;105;60;60;50.0;20;0;0.5;0;2;2;0.5;0;0.5;1;1;1;0.5;1;2;1;2;0.5;1
594;Alomomola;Mamolida;5;Normal;Caring;1;Water;;1.2;31.6;165;75;80;40;45;65;75;50.0;40;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
595;Joltik;Wattzapf;5;Normal;Attaching;2;Bug;Electric;0.1;0.6;50;47;50;57;50;65;190;50.0;20;1;2;1;0.5;0.5;1;0.5;1;1;1;1;1;2;1;1;1;0.5;1
596;Galvantula;Voltula;5;Normal;EleSpider;2;Bug;Electric;0.8;14.3;70;77;60;97;60;108;75;50.0;20;1;2;1;0.5;0.5;1;0.5;1;1;1;1;1;2;1;1;1;0.5;1
597;Ferroseed;Kastadur;5;Normal;Thorn Seed;2;Grass;Steel;0.6;18.8;44;50;91;24;86;10;255;50.0;20;0.5;4;0.5;0.5;0.25;1;2;0;1;1;0.5;1;0.5;1;0.5;1;0.5;0.5
598;Ferrothorn;Tentantel;5;Normal;Thorn Pod;2;Grass;Steel;1.0;110.0;74;94;131;54;116;20;90;50.0;20;0.5;4;0.5;0.5;0.25;1;2;0;1;1;0.5;1;0.5;1;0.5;1;0.5;0.5
599;Klink;Klikk;5;Normal;Gear;1;Steel;;0.3;21.0;40;55;70;45;60;30;130;;20;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
600;Klang;Kliklak;5;Normal;Gear;1;Steel;;0.6;51.0;60;80;95;70;85;50;60;;20;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
601;Klinklang;Klikdiklak;5;Normal;Gear;1;Steel;;0.6;81.0;60;100;115;70;85;90;30;;20;0.5;2;1;1;0.5;0.5;2;0;2;0.5;0.5;0.5;0.5;1;0.5;1;0.5;0.5
602;Tynamo;Zapplardin;5;Normal;EleFish;1;Electric;;0.2;0.3;35;55;40;45;40;60;190;50.0;20;1;1;1;0.5;1;1;1;1;0;0.5;1;1;1;1;1;1;0.5;1
603;Eelektrik;Zapplalek;5;Normal;EleFish;1;Electric;;1.2;22.0;65;85;70;75;70;40;60;50.0;20;1;1;1;0.5;1;1;1;1;0;0.5;1;1;1;1;1;1;0.5;1
604;Eelektross;Zapplarang;5;Normal;EleFish;1;Electric;;2.1;80.5;85;115;80;105;80;50;30;50.0;20;1;1;1;0.5;1;1;1;1;0;0.5;1;1;1;1;1;1;0.5;1
605;Elgyem;Pygraulon;5;Normal;Cerebral;1;Psychic;;0.5;9.0;55;55;55;85;55;30;255;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
606;Beheeyem;Megalon;5;Normal;Cerebral;1;Psychic;;1.0;34.5;75;75;75;125;95;40;90;50.0;20;1;1;1;1;1;1;0.5;1;1;1;0.5;2;1;2;1;2;1;1
607;Litwick;Lichtel;5;Normal;Candle;2;Ghost;Fire;0.3;3.1;50;30;55;65;55;20;190;50.0;20;0;0;2;1;0.5;0.5;0;0.5;2;1;1;0.25;2;2;1;2;0.5;0.5
608;Lampent;Laternecto;5;Normal;Lamp;2;Ghost;Fire;0.6;13.0;60;40;60;95;60;55;90;50.0;20;0;0;2;1;0.5;0.5;0;0.5;2;1;1;0.25;2;2;1;2;0.5;0.5
609;Chandelure;Skelabra;5;Normal;Luring;2;Ghost;Fire;1.0;34.3;60;55;90;145;90;80;45;50.0;20;0;0;2;1;0.5;0.5;0;0.5;2;1;1;0.25;2;2;1;2;0.5;0.5
610;Axew;Milza;5;Normal;Tusk;1;Dragon;;0.6;18.0;46;87;60;30;40;57;75;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
611;Fraxure;Sharfax;5;Normal;Axe Jaw;1;Dragon;;1.0;36.0;66;117;70;40;50;67;60;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
612;Haxorus;Maxax;5;Normal;Axe Jaw;1;Dragon;;1.8;105.5;76;147;90;60;70;97;45;50.0;40;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
613;Cubchoo;Petznief;5;Normal;Chill;1;Ice;;0.5;8.5;55;70;40;60;40;40;120;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
614;Beartic;Siberio;5;Normal;Freezing;1;Ice;;2.6;260.0;95;130;80;70;80;50;60;50.0;20;1;2;1;1;1;0.5;2;1;1;1;1;1;2;1;1;1;2;1
615;Cryogonal;Frigometri;5;Normal;Crystallizing;1;Ice;;1.1;148.0;80;50;50;95;135;105;25;;25;1;2;1;1;1;0.5;2;1;0;1;1;1;2;1;1;1;2;1
616;Shelmet;Schnuthelm;5;Normal;Snail;1;Bug;;0.4;7.7;50;40;85;40;65;25;200;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
617;Accelgor;Hydragil;5;Normal;Shell Out;1;Bug;;0.8;25.3;80;70;40;100;60;145;75;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
618;Stunfisk;Flunschlik;5;Normal;Trap;2;Ground;Electric;0.7;11.0;109;66;84;81;99;32;75.0;50.0;20;1;1;2;0;2;2;1;0.5;2;0.5;1;1;0.5;1;1;1;0.5;1
618;Galarian Stunfisk;Flunschlik;5;Normal;Trap;2;Ground;Steel;0.7;20.5;109;81;99;66;84;32;;;20;0.5;2;2;0;1;1;2;0;2;0.5;0.5;0.5;0.25;1;0.5;1;0.5;0.5
619;Mienfoo;Lin-Fu;5;Normal;Martial Arts;1;Fighting;;0.9;20.0;45;85;50;55;50;65;180;50.0;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
620;Mienshao;Wie-Shu;5;Normal;Martial Arts;1;Fighting;;1.4;35.5;65;125;60;95;60;105;45;50.0;25;1;1;1;1;1;1;1;1;1;2;2;0.5;0.5;1;1;0.5;1;2
621;Druddigon;Shardrago;5;Normal;Cave;1;Dragon;;1.6;139.0;77;120;90;60;90;48;45;50.0;30;1;0.5;0.5;0.5;0.5;2;1;1;1;1;1;1;1;1;2;1;1;2
622;Golett;Golbit;5;Normal;Automaton;2;Ground;Ghost;1.0;92.0;59;74;50;35;50;35;190;;25;0;1;2;0;2;2;0;0.25;1;1;1;0.5;0.5;2;1;2;1;1
623;Golurk;Golgantes;5;Normal;Automaton;2;Ground;Ghost;2.8;330.0;89;124;80;55;80;55;90;;25;0;1;2;0;2;2;0;0.25;1;1;1;0.5;0.5;2;1;2;1;1
624;Pawniard;Gladiantri;5;Normal;Sharp Blade;2;Dark;Steel;0.5;10.2;45;85;70;40;40;60;120;50.0;20;0.5;2;1;1;0.5;0.5;4;0;2;0.5;0;1;0.5;0.5;0.5;0.5;0.5;1
625;Bisharp;Caesurio;5;Normal;Sword Blade;2;Dark;Steel;1.6;70.0;65;125;100;60;70;70;45;50.0;20;0.5;2;1;1;0.5;0.5;4;0;2;0.5;0;1;0.5;0.5;0.5;0.5;0.5;1
626;Bouffalant;Bisofank;5;Normal;Bash Buffalo;1;Normal;;1.6;94.6;95;110;95;40;95;55;45;50.0;20;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
627;Rufflet;Geronimatz;5;Normal;Eaglet;2;Normal;Flying;0.5;10.5;70;83;50;37;50;60;190;100.0;20;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
628;Braviary;Washakwil;5;Normal;Valiant;2;Normal;Flying;1.5;41.0;100;123;75;57;75;80;60;100.0;20;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
629;Vullaby;Skallyk;5;Normal;Diapered;2;Dark;Flying;0.5;9.0;70;55;75;45;65;60;190;0.0;20;1;1;1;2;0.5;2;1;1;0;1;0;1;2;0.5;1;0.5;1;2
630;Mandibuzz;Grypheldis;5;Normal;Bone Vulture;2;Dark;Flying;1.2;39.5;110;65;105;55;95;80;60;0.0;20;1;1;1;2;0.5;2;1;1;0;1;0;1;2;0.5;1;0.5;1;2
631;Heatmor;FurnifraÃŸ;5;Normal;Anteater;1;Fire;;1.4;58.0;85;97;66;105;66;65;90;50.0;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
632;Durant;Fermicula;5;Normal;Iron Ant;2;Bug;Steel;0.3;33.0;58;109;112;48;48;109;90;50.0;20;0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5
633;Deino;Kapuno;5;Normal;Irate;2;Dark;Dragon;0.8;17.3;52;65;50;45;50;38;45;50.0;40;1;0.5;0.5;0.5;0.5;2;2;1;1;1;0;2;1;0.5;2;0.5;1;4
634;Zweilous;Duodino;5;Normal;Hostile;2;Dark;Dragon;1.4;50.0;72;85;70;65;70;58;45;50.0;40;1;0.5;0.5;0.5;0.5;2;2;1;1;1;0;2;1;0.5;2;0.5;1;4
635;Hydreigon;Trikephalo;5;Normal;Brutal;2;Dark;Dragon;1.8;160.0;92;105;90;125;90;98;45;50.0;40;1;0.5;0.5;0.5;0.5;2;2;1;0;1;0;2;1;0.5;2;0.5;1;4
636;Larvesta;Ignivor;5;Normal;Torch;2;Bug;Fire;1.1;28.8;55;85;55;50;55;60;45;50.0;40;1;1;2;1;0.25;0.5;0.5;1;1;2;1;0.5;4;1;1;1;0.5;0.5
637;Volcarona;Ramoth;5;Normal;Sun;2;Bug;Fire;1.6;46.0;85;60;65;135;105;100;15;50.0;40;1;1;2;1;0.25;0.5;0.5;1;1;2;1;0.5;4;1;1;1;0.5;0.5
638;Cobalion;Kobalium;5;Sub Legendary;Iron Will;2;Steel;Fighting;2.1;250.0;91;90;129;90;72;108;3;;80;0.5;2;1;1;0.5;0.5;2;0;2;1;1;0.25;0.25;1;0.5;0.5;0.5;1
639;Terrakion;Terrakium;5;Sub Legendary;Cavern;2;Rock;Fighting;1.9;260.0;91;129;90;72;90;108;3;;80;0.5;0.5;2;1;2;1;2;0.5;2;1;2;0.5;0.5;1;1;0.5;2;2
640;Virizion;Viridium;5;Sub Legendary;Grassland;2;Grass;Fighting;2.0;200.0;91;90;72;90;129;108;3;;80;1;2;0.5;0.5;0.5;2;1;2;0.5;4;2;1;0.5;1;1;0.5;1;2
641;Tornadus Incarnate Forme;Boreos;5;Sub Legendary;Cyclone;1;Flying;;1.5;63.0;79;115;70;125;80;111;3;100.0;120;1;1;1;2;0.5;2;0.5;1;0;1;1;0.5;2;1;1;1;1;1
641;Tornadus Therian Forme;Boreos;5;Sub Legendary;Cyclone;1;Flying;;1.4;63.0;79;100;80;110;90;121;3;100.0;120;1;1;1;2;0.5;2;0.5;1;0;1;1;0.5;2;1;1;1;1;1
642;Thundurus Incarnate Forme;Voltolos;5;Sub Legendary;Bolt Strike;2;Electric;Flying;1.5;61.0;79;115;70;125;80;111;3;100.0;120;1;1;1;1;0.5;2;0.5;1;0;0.5;1;0.5;2;1;1;1;0.5;1
642;Thundurus Therian Forme;Voltolos;5;Sub Legendary;Bolt Strike;2;Electric;Flying;3.0;61.0;79;105;70;145;80;101;3;100.0;120;1;1;1;0;0.5;2;0.5;1;0;0.5;1;0.5;2;1;1;1;0.5;1
643;Reshiram;Reshiram;5;Legendary;Vast White;2;Dragon;Fire;3.2;330.0;100;120;100;150;120;90;3;;120;1;0.25;1;0.5;0.25;1;1;1;2;1;1;0.5;2;1;2;1;0.5;1
644;Zekrom;Zekrom;5;Legendary;Deep Black;2;Dragon;Electric;2.9;345.0;100;150;120;120;100;90;3;;120;1;0.5;0.5;0.25;0.5;2;1;1;2;0.5;1;1;1;1;2;1;0.5;2
645;Landorus Incarnate Forme;Demeteros;5;Sub Legendary;Abundance;2;Ground;Flying;1.5;68.0;89;125;90;115;80;101;3;100.0;120;1;1;2;0;1;4;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1
645;Landorus Therian Forme;Demeteros;5;Sub Legendary;Abundance;2;Ground;Flying;1.3;68.0;89;145;90;105;80;91;3;100.0;120;1;1;2;0;1;4;0.5;0.5;0;1;1;0.5;1;1;1;1;1;1
646;Kyurem;Kyurem;5;Legendary;Boundary;2;Dragon;Ice;3.0;325.0;125;130;90;130;90;95;3;;120;1;1;0.5;0.5;0.5;1;2;1;1;1;1;1;2;1;2;1;2;2
646;Black Kyurem;Kyurem;5;Legendary;Boundary;2;Dragon;Ice;3.3;325.0;125;170;100;120;90;95;3;;120;1;1;0.5;0.5;0.5;1;2;1;1;1;1;1;2;1;2;1;2;2
646;White Kyurem;Kyurem;5;Legendary;Boundary;2;Dragon;Ice;3.6;325.0;125;120;90;170;100;95;3;;120;1;1;0.5;0.5;0.5;1;2;1;1;1;1;1;2;1;2;1;2;2
647;Keldeo Ordinary Forme;Keldeo;5;Mythical;Colt;2;Water;Fighting;1.4;48.5;91;72;90;129;90;108;3;;80;1;0.5;0.5;2;2;0.5;1;1;1;2;2;0.5;0.5;1;1;0.5;0.5;2
647;Keldeo Resolute Forme;Keldeo;5;Mythical;Colt;2;Water;Fighting;1.4;48.5;91;72;90;129;90;108;3;;80;1;0.5;0.5;2;2;0.5;1;1;1;2;2;0.5;0.5;1;1;0.5;0.5;2
648;Meloetta Aria Forme;Meloetta;5;Mythical;Melody;2;Normal;Psychic;0.6;6.5;100;77;77;128;128;90;3;;120;1;1;1;1;1;1;1;1;1;1;0.5;2;1;0;1;2;1;1
648;Meloetta Pirouette Forme;Meloetta;5;Mythical;Melody;2;Normal;Fighting;0.6;6.5;100;128;90;77;77;128;3;;120;1;1;1;1;1;1;2;1;1;2;2;0.5;0.5;0;1;0.5;1;2
649;Genesect;Genesect;5;Mythical;Paleozoic;2;Bug;Steel;1.5;82.5;71;120;95;120;95;99;3;;120;0.5;4;1;1;0.25;0.5;1;0;1;1;0.5;0.5;1;1;0.5;1;0.5;0.5
650;Chespin;Igamaro;6;Normal;Spiny Nut;1;Grass;;0.4;9.0;56;61;65;48;45;38;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
651;Quilladin;Igastarnish;6;Normal;Spiny Armor;1;Grass;;0.7;29.0;61;78;95;56;58;57;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;2;1;2;1;1;1;1;1;1
652;Chesnaught;Brigaron;6;Normal;Spiny Armor;2;Grass;Fighting;1.6;90.0;88;107;122;74;75;64;45;87.5;20;1;2;0.5;0.5;0.5;2;1;2;0.5;4;2;1;0.5;1;1;0.5;1;2
653;Fennekin;Fynx;6;Normal;Fox;1;Fire;;0.4;9.4;40;45;40;62;60;60;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
654;Braixen;Rutena;6;Normal;Fox;1;Fire;;1.0;14.5;59;59;58;90;70;73;45;87.5;20;1;0.5;2;1;0.5;0.5;1;1;2;1;1;0.5;2;1;1;1;0.5;0.5
655;Delphox;Fennexis;6;Normal;Fox;2;Fire;Psychic;1.5;39.0;75;69;72;114;100;104;45;87.5;20;1;0.5;2;1;0.5;0.5;0.5;1;2;1;0.5;1;2;2;1;2;0.5;0.5
656;Froakie;Froxy;6;Normal;Bubble Frog;1;Water;;0.3;7.0;41;56;40;62;44;71;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
657;Frogadier;Amphizel;6;Normal;Bubble Frog;1;Water;;0.6;10.9;54;63;52;83;56;97;45;87.5;20;1;0.5;0.5;2;2;0.5;1;1;1;1;1;1;1;1;1;1;0.5;1
658;Greninja;Quajutsu;6;Normal;Ninja;2;Water;Dark;1.5;40.0;72;95;67;103;71;122;45;87.5;20;1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2
658;Ash-Greninja;Quajutsu;6;Normal;Ninja;2;Water;Dark;1.5;40.0;72;145;67;153;71;132;45;100.0;20;1;0.5;0.5;2;2;0.5;2;1;1;1;0;2;1;0.5;1;0.5;0.5;2
659;Bunnelby;Scoppel;6;Normal;Digging;1;Normal;;0.4;5.0;38;36;38;32;36;57;255;50.0;15;1;1;1;1;1;1;2;1;1;1;1;1;1;0;1;1;1;1
660;Diggersby;Grebbit;6;Normal;Digging;2;Normal;Ground;1.0;42.4;85;56;77;50;77;78;127;50.0;15;1;1;2;0;2;2;2;0.5;1;1;1;1;0.5;0;1;1;1;1
661;Fletchling;Dartiri;6;Normal;Tiny Robin;2;Normal;Flying;0.3;1.7;45;50;43;40;38;62;255;50.0;15;1;1;1;2;0.5;2;1;1;0;1;1;0.5;2;0;1;1;1;1
662;Fletchinder;Dartignis;6;Normal;Ember;2;Fire;Flying;0.7;16.0;62;73;55;56;52;84;120;50.0;15;1;0.5;2;2;0.25;1;0.5;1;0;1;1;0.25;4;1;1;1;0.5;0.5
663;Talonflame;Fiaro;6;Normal;Scorching;2;Fire;Flying;1.2;24.5;78;81;71;74;69;126;45;50.0;15;1;0.5;2;2;0.25;1;0.5;1;0;1;1;0.25;4;1;1;1;0.5;0.5
664;Scatterbug;Purmel;6;Normal;Scatterdust;1;Bug;;0.3;2.5;38;35;40;27;25;35;255;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
665;Spewpa;Puponcho;6;Normal;Scatterdust;1;Bug;;0.3;8.4;45;22;60;27;30;29;120;50.0;15;1;2;1;1;0.5;1;0.5;1;0.5;2;1;1;2;1;1;1;1;1
666;Vivillon;Vivillon;6;Normal;Scale;2;Bug;Flying;1.2;17.0;80;52;50;90;50;89;45;50.0;15;1;2;1;2;0.25;2;0.25;1;0;2;1;0.5;4;1;1;1;1;1
667;Litleo;Leufeo;6;Normal;Lion Cub;2;Fire;Normal;0.6;13.5;62;50;58;73;54;72;220;25.0;20;1;0.5;2;1;0.5;0.5;2;1;2;1;1;0.5;2;0;1;1;0.5;0.5
668;Pyroar;Pyroleo;6;Normal;Royal;2;Fire;Normal;1.5;81.5;86;68;72;109;66;106;65;25.0;20;1;0.5;2;1;0.5;0.5;2;1;2;1;1;0.5;2;0;1;1;0.5;0.5
669;FlabÃ©bÃ©;FlabÃ©bÃ©;6;Normal;Single Bloom;1;Fairy;;0.1;0.1;44;38;39;61;79;42;225;0.0;20;1;1;1;1;1;1;0.5;2;1;1;1;0.5;1;1;0;0.5;2;1
